"National
Dex","Pokemon
Name",HP,Attack,Defense,"Special
Attack","Special
Defense",Speed,Total,Ability I,Ability II,Hidden Ability,Weight (kg),Height (m),Pokedex Color,Egg Group I,Egg Group II,Type I,Type II
892,Urshifu (Single Strike),100,130,100,63,60,97,550,Unseen Fist,NULL,NULL,105,1.9,Gray,Undiscovered,NULL,Fighting,Dark
892.1,Urshifu (Rapid Strike),100,130,100,63,60,97,550,Unseen Fist,NULL,NULL,105,1.9,Gray,Undiscovered,NULL,Fighting,Water
893,Zarude,105,120,105,70,95,105,600,Leaf Guard ,NULL,NULL,70,1.8,Black,Undiscovered,NULL,Dark,Grass
894,Regieleki,80,100,50,100,50,200,580,Transistor,NULL,NULL,145,1.2,Yellow,Undiscovered,NULL,Electric,NULL
895,Regidrago,200,100,50,100,50,80,580,Dragon's Maw,NULL,NULL,200,2.1,Green,Undiscovered,NULL,Dragon,NULL
896,Glastrier,100,145,130,65,110,30,580,Chilling Neigh,NULL,NULL,800,2.2,White,Undiscovered,NULL,Ice,NULL
897,Spectrier,100,65,60,145,80,130,580,Grim Neigh,NULL,NULL,44.5,2,Black,Undiscovered,NULL,Ghost,NULL
898,Calyrex,100,80,80,80,80,80,500,Unnerve,NULL,NULL,7.7,1.1,Green,Undiscovered,NULL,Psychic,Grass
898.1,Calyrex (Ice Rider),100,165,150,85,130,50,680,As One,NULL,NULL,809.1,2.4,White,Undiscovered,NULL,Psychic,Ice
898.2,Calyrex (Shadow Rider),100,85,80,165,100,150,680,As One,NULL,NULL,53.6,2.4,Black,Undiscovered,NULL,Psychic,Ghost
899,Wyrdeer,103,105,72,105,75,65,525,Intimidate,Frisk,Sap Sipper,95.1,1.8,Gray,Field,NULL,Normal,Psychic
900,Kleavor,70,130,95,45,75,85,500,Swarm,Sheer Force,Sharpness,89,1.8,Brown,Bug,NULL,Bug,Rock
901,Ursaluna,130,140,105,45,80,50,550,Guts,Bulletproof,Unnerve,290,2.4,Brown,Field,NULL,Ground,Normal
902,Basculegion (Male),120,112,65,80,75,78,530,Swift Swim,Adaptability,Mold Breaker,110,3,Green,Water 2,NULL,Water,Ghost
902.1,Basculegion (Female),120,92,65,100,75,78,530,Swift Swim,Adaptability,Mold Breaker,110,3,Green,Water 2,NULL,Water,Ghost
903,Sneasler,80,130,60,40,80,120,510,Pressure,Unburden,Poison Touch,43,1.3,Blue,Field,NULL,Fighting,Poison
904,Overqwil,85,115,95,65,65,85,510,Poison Point,Swift Swim,Intimidate,60.5,2.5,Black,Water 2,NULL,Dark,Poison
905,Enamorus (Incarnate),74,115,70,135,80,106,580,Healer,NULL,Contrary,48,1.6,Pink,Undiscovered,NULL,Fairy,Flying
905.1,Enamorus (Therian),74,115,110,135,100,46,580,Overcoat,NULL,NULL,48,1.6,Pink,Undiscovered,NULL,Fairy,Flying
906,Sprigatito,40,61,54,45,45,65,310,Overgrow,NULL,Protean,4.1,0.4,Green,Field,Grass,Grass,NULL
907,Floragato,61,80,63,60,63,83,410,Overgrow,NULL,Protean,12.2,0.9,Green,Field,Grass,Grass,NULL
908,Meowscarada,76,110,70,81,70,123,530,Overgrow,NULL,Protean,31.2,1.5,Green,Field,Grass,Grass,Dark
909,Fuecoco,67,45,59,63,40,36,310,Blaze,NULL,Unaware,9.8,0.4,Red,Field,NULL,Fire,NULL
910,Crocalor,81,55,78,90,58,49,411,Blaze,NULL,Unaware,30.7,1,Red,Field,NULL,Fire,NULL
911,Skeledirge,104,75,100,110,75,66,530,Blaze,NULL,Unaware,326.5,1.6,Red,Field,NULL,Fire,Ghost
912,Quaxly,55,65,45,50,45,50,310,Torrent,NULL,Moxie,6.1,0.5,White,Flying,Water 1,Water,NULL
913,Quaxwell,70,85,65,65,60,65,410,Torrent,NULL,Moxie,21.5,1.2,Blue,Flying,Water 1,Water,NULL
914,Quaquaval,85,120,80,85,75,85,530,Torrent,NULL,Moxie,61.9,1.8,Blue,Flying,Water 1,Water,Fighting
915,Lechonk,54,45,40,35,45,35,254,Aroma Veil,Gluttony,Thick Fat,10.2,0.5,Gray,Field,NULL,Normal,NULL
916,Oinkologne (Male),110,100,75,59,80,65,489,Lingering Aroma,Gluttony,Thick Fat,120,1,Gray,Field,NULL,Normal,NULL
916.1,Oinkologne (Female),115,90,70,59,90,65,489,Aroma Veil,Gluttony,Thick Fat,120,1,Brown,NULL,NULL,Normal,NULL
917,Tarountula,35,41,45,29,40,20,210,Insomnia,NULL,Stakeout,4,0.3,White,Bug,NULL,Bug,NULL
918,Spidops,60,79,92,52,86,35,404,Insomnia,NULL,Stakeout,16.5,1,Green,Bug,NULL,Bug,NULL
919,Nymble,33,46,40,21,25,45,210,Swarm,NULL,Tinted Lens,1,0.2,Gray,Bug,NULL,Bug,NULL
920,Lokix,71,102,78,52,55,92,450,Swarm,NULL,Tinted Lens,17.5,1,Gray,Bug,NULL,Bug,Dark
921,Pawmi,45,50,20,40,25,60,240,Static,Natural Cure,Iron Fist,2.5,0.3,Yellow,Field,NULL,Electric,NULL
922,Pawmo,60,75,40,50,40,85,350,Volt Absorb,Natural Cure,Iron Fist,6.5,0.4,Yellow,Field,NULL,Electric,Fighting
923,Pawmot,70,115,70,70,60,105,490,Volt Absorb,Natural Cure,Iron Fist,41,0.9,Yellow,Field,NULL,Electric,Fighting
924,Tandemaus,50,50,45,40,45,75,305,Run Away,Pickup,Own Tempo,1.8,0.3,White,Field,Fairy,Normal,NULL
925,Maushold (Family of 4),74,75,70,65,75,111,470,Friend Guard,Cheek Pouch,Technician,2.8,0.3,White,Field,Fairy,Normal,NULL
925.1,Maushold (Family of 3),74,75,70,65,75,111,470,Friend Guard,Cheek Pouch,Technician,2.3,0.3,White,Field,Fairy,Normal,NULL
926,Fidough,37,55,70,30,55,65,312,Own Tempo,NULL,Klutz,10.9,0.3,Yellow,Field,Mineral,Fairy,NULL
927,Dachsbun,57,80,115,50,80,95,477,Well- Baked Body,NULL,Aroma Veil,14.9,0.5,Brown,Field,Mineral,Fairy,NULL
928,Smoliv,41,35,45,58,51,30,260,Early Bird,NULL,Harvest,6.5,0.3,Green,Grass,NULL,Grass,Normal
929,Dolliv,52,53,60,78,78,33,354,Early Bird,NULL,Harvest,11.9,0.6,Green,Grass,NULL,Grass,Normal
930,Arboliva,78,69,90,125,109,39,510,Seed Sower,NULL,Harvest,48.2,1.4,Green,Grass,NULL,Grass,Normal
931,Squawkabilly (Green),82,96,51,45,51,92,417,Intimidate,Hustle,Guts,2.4,0.6,Green,Flying,NULL,Normal,Flying
931.1,Squawkabilly (Blue),82,96,51,45,51,92,417,Intimidate,Hustle,Guts,2.4,0.6,Blue,Flying,NULL,Normal,Flying
931.2,Squawkabilly (Yellow),82,96,51,45,51,92,417,Intimidate,Hustle,Sheer Force,2.4,0.6,Yellow,Flying,NULL,Normal,Flying
931.3,Squawkabilly (White),82,96,51,45,51,92,417,Intimidate,Hustle,Sheer Force,2.4,0.6,White,Flying,NULL,Normal,Flying
932,Nacli,55,55,75,35,35,25,280,Purifying Salt,Sturdy,Clear Body,16,0.4,Brown,Mineral,NULL,Rock,NULL
933,Naclstack,60,60,100,35,65,35,355,Purifying Salt,Sturdy,Clear Body,105,0.6,Brown,Mineral,NULL,Rock,NULL
934,Garganacl,100,100,130,45,90,35,500,Purifying Salt,Sturdy,Clear Body,240,2.3,Brown,Mineral,NULL,Rock,NULL
935,Charcadet,40,50,40,50,40,35,255,Flash Fire,NULL,Flame Body,10.5,0.6,Red,Human-Like,NULL,Fire,NULL
936,Armarouge,85,60,100,125,80,75,525,Flash Fire,NULL,Weak Armor,85,1.5,Red,Human-Like,NULL,Fire,Psychic
937,Ceruledge,75,125,80,60,100,85,525,Flash Fire,NULL,Weak Armor,62,1.6,Blue,Human-Like,NULL,Fire,Ghost
938,Tadbulb,61,31,41,59,35,45,272,Own Tempo,Static,Damp,0.4,0.3,Yellow,Water 1,NULL,Electric,NULL
939,Bellibolt,109,64,91,103,83,45,495,Electromorphosis,Static,Damp,113,1.2,Green,Water 1,NULL,Electric,NULL
940,Wattrel,40,40,35,55,40,70,280,Wind Power,Volt Absorb,Competitive,3.6,0.4,Black,Water 1,Flying,Electric,Flying
941,Kilowattrel,70,70,60,105,60,125,490,Wind Power,Volt Absorb,Competitive,38.6,1.4,Yellow,Water 1,Flying,Electric,Flying
942,Maschiff,60,78,60,40,51,51,340,Intimidate,Run Away,Stakeout,16,0.5,Brown,Field,NULL,Dark,NULL
943,Mabosstiff,80,120,90,60,70,85,505,Intimidate,Guard Dog,Stakeout,61,1.1,Gray,Field,NULL,Dark,NULL
944,Shroodle,40,65,35,40,35,75,290,Unburden,Pickpocket,Prankster,0.7,0.2,Gray,Field,NULL,Poison,Normal
945,Grafaiai,63,95,65,80,72,110,485,Unburden,Poison Touch,Prankster,27.2,0.7,Gray,Field,NULL,Poison,Normal
946,Bramblin,40,65,30,45,35,60,275,Wind Rider,NULL,Infiltrator,0.6,0.6,Brown,Grass,NULL,Grass,Ghost
947,Brambleghast,55,115,70,80,70,90,480,Wind Rider,NULL,Infiltrator,6,1.2,Brown,Grass,NULL,Grass,Ghost
948,Toedscool,40,40,35,50,100,70,335,Mycelium Might,NULL,NULL,33,0.9,Yellow,Grass,NULL,Ground,Grass
949,Toedscruel,80,70,65,80,120,100,515,Mycelium Might,NULL,NULL,58,1.9,Black,Grass,NULL,Ground,Grass
950,Klawf,70,100,115,35,55,75,450,Anger Shell,Shell Armor,Regenerator,79,1.3,Red,Water 3,NULL,Rock,NULL
951,Capsakid,50,62,40,62,40,50,304,Chlorophyll,Insomnia,Klutz,3,0.3,Green,Grass,NULL,Grass,NULL
952,Scovillain,65,108,65,108,65,75,486,Chlorophyll,Insomnia,Moody,15,0.9,Green,Grass,NULL,Grass,Fire
953,Rellor,41,50,60,31,58,30,270,Compoundeyes,NULL,Shed Skin,1,0.2,Brown,Bug,NULL,Bug,NULL
954,Rabsca,75,50,85,115,100,45,470,Synchronize,NULL,Telepathy,3.5,0.3,Green,Bug,NULL,Bug,Psychic
955,Flittle,30,35,30,55,30,75,255,Anticipation,Frisk,Speed Boost,1.5,0.2,Yellow,Flying,NULL,Psychic,NULL
956,Espathra,95,60,60,101,60,105,481,Opportunist,Frisk,Speed Boost,90,1.9,Yellow,Flying,NULL,Psychic,NULL
957,Tinkatink,50,45,45,35,64,58,297,Mold Breaker,Own Tempo,Pickpocket,8.9,0.4,Pink,Fairy,NULL,Fairy,Steel
958,Tinkatuff,65,55,55,45,82,78,380,Mold Breaker,Own Tempo,Pickpocket,59.1,0.7,Pink,Fairy,NULL,Fairy,Steel
959,Tinkaton,85,75,77,70,105,94,506,Mold Breaker,Own Tempo,Pickpocket,112.8,0.7,Pink,Fairy,NULL,Fairy,Steel
960,Wiglett,10,55,25,35,25,95,245,Gooey,Rattled,Sand Veil,1.8,1.2,White,Water 3,NULL,Water,NULL
961,Wugtrio,35,100,50,50,70,120,425,Gooey,Rattled,Sand Veil,5.4,1.2,Red,Water 3,NULL,Water,NULL
962,Bombirdier,70,103,85,60,85,82,485,Big Pecks,Keen Eye,Rocky Payload,42.9,1.5,White,Flying,NULL,Flying,Dark
963,Finizen,70,45,40,45,40,75,315,Water Veil,NULL,NULL,60.2,1.3,Blue,Field,Water 2,Water,NULL
964,Palafin (Zero),100,70,72,53,62,100,457,Zero to Hero,NULL,NULL,60.2,1.3,Blue,Field,Water 2,Water,NULL
964.1,Palafin (Hero),100,160,97,106,87,100,650,Zero to Hero,NULL,NULL,97.4,1.8,Blue,Field,Water 2,Water,NULL
965,Varoom,45,70,63,30,45,47,300,Overcoat,NULL,Slow Start,35,1,Gray,Mineral,NULL,Steel,Poison
966,Revavroom,80,119,90,54,67,90,500,Overcoat,NULL,Filter,120,1.8,Gray,Mineral,NULL,Steel,Poison
967,Cyclizar,70,95,65,85,65,121,501,Shed Skin,NULL,Regenerator,63,1.6,Green,Field,NULL,Dragon,Normal
968,Orthworm,70,85,145,60,55,65,480,Earth Eater,NULL,Sand Veil,310,2.5,Pink,Field,NULL,Steel,NULL
969,Glimmet,48,35,42,105,60,60,350,Toxic Debris,NULL,Corrosion,8,0.7,Blue,Mineral,NULL,Rock,Poison
970,Glimmora,83,55,90,130,81,86,525,Toxic Debris,NULL,Corrosion,45,1.5,Blue,Mineral,NULL,Rock,Poison
971,Greavard,50,61,60,30,55,34,290,Pickup,NULL,Fluffy,35,0.6,White,Field,NULL,Ghost,NULL
972,Houndstone,72,101,100,50,97,68,488,Sand Rush,NULL,Fluffy,15,2,White,Field,NULL,Ghost,NULL
973,Flamigo,82,115,74,75,64,90,500,Scrappy,Tangled Feet,Costar,37,1.6,Pink,Flying,NULL,Flying,Fighting
974,Cetoddle,108,68,45,30,40,43,334,Thick Fat,Snow Cloak,Sheer Force,45,1.2,White,Field,NULL,Ice,NULL
975,Cetitan,170,113,65,45,55,73,521,Thick Fat,Slush Rush,Sheer Force,700,4.5,White,Field,NULL,Ice,NULL
976,Veluza,90,102,73,78,65,70,478,Mold Breaker,NULL,Sharpness,90,2.5,Gray,Water 2,NULL,Water,Psychic
977,Dondozo,150,100,115,65,65,35,530,Unaware,Oblivious,Water Veil,220,12,Blue,Water 2,NULL,Water,NULL
978,Tatsugiri (Curly),68,50,60,120,95,82,475,Commander,NULL,Storm Drain,8,0.3,Pink,Water 2,NULL,Dragon,Water
978.1,Tatsugiri (Droopy),68,50,60,120,95,82,475,Commander,NULL,Storm Drain,8,0.3,Red,Water 2,NULL,Dragon,Water
978.2,Tatsugiri (Stretchy),68,50,60,120,95,82,475,Commander,NULL,Storm Drain,8,0.3,Yellow,Water 2,NULL,Dragon,Water
979,Annihilape,110,115,80,50,90,90,535,Vital Spirit,Inner Focus,Defiant,56,1.2,Gray,Field,NULL,Fighting,Ghost
980,Clodsire,130,75,60,45,100,20,430,Poison Point,Water Absorb,Unaware,223,1.8,Brown,Water 1,Field,Poison,Ground
981,Farigiraf,120,90,70,110,70,60,520,Cud Chew,Armor Tail,Sap Sipper,160,3.2,Brown,Field,NULL,Normal,Psychic
982,Dudunsparce (Two-Segment),125,100,80,85,75,55,520,Serene Grace,Run Away,Rattled,39.2,3.6,Yellow,Field,NULL,Normal,NULL
982.1,Dudunsparce (Three Segment),125,100,80,85,75,55,520,Serene Grace,Run Away,Rattled,47.4,4.5,Yellow,Field,NULL,Normal,NULL
983,Kingambit,100,135,120,60,85,50,550,Defiant,Supreme Overlord,Pressure,120,2,Black,Human-Like,NULL,Dark,Steel
984,Great Tusk,115,131,131,53,53,87,570,Protosynthesis,NULL,NULL,320,2.2,Purple,Undiscovered,NULL,Ground,Fighting
985,Scream Tail,115,65,99,65,115,111,570,Protosynthesis,NULL,NULL,8,1.2,Pink,Undiscovered,NULL,Fairy,Psychic
986,Brute Bonnet,111,127,99,79,99,55,570,Protosynthesis,NULL,NULL,21,1.2,Gray,Undiscovered,NULL,Grass,Dark
987,Flutter Mane,55,55,55,135,135,135,570,Protosynthesis,NULL,NULL,4,1.4,Gray,Undiscovered,NULL,Ghost,Fairy
988,Slither Wing,85,135,79,85,105,81,570,Protosynthesis,NULL,NULL,92,3.2,Red,Undiscovered,NULL,Bug,Fighting
989,Sandy Shocks,85,81,97,121,85,101,570,Protosynthesis,NULL,NULL,60,2.3,Gray,Undiscovered,NULL,Electric,Ground
990,Iron Treads,90,112,120,72,70,106,570,Quark Drive,NULL,NULL,240,0.9,Gray,Undiscovered,NULL,Ground,Steel
991,Iron Bundle,56,80,114,124,60,136,570,Quark Drive,NULL,NULL,11,0.6,Red,Undiscovered,NULL,Ice,Water
992,Iron Hands,154,140,108,50,68,50,570,Quark Drive,NULL,NULL,380.7,1.8,Gray,Undiscovered,NULL,Fighting,Electric
993,Iron Jugulis,94,80,86,122,80,108,570,Quark Drive,NULL,NULL,111,1.3,Blue,Undiscovered,NULL,Dark,Flying
994,Iron Moth,80,70,60,140,110,110,570,Quark Drive,NULL,NULL,36,1.2,Yellow,Undiscovered,NULL,Fire,Poison
995,Iron Thorns,100,134,110,70,84,72,570,Quark Drive,NULL,NULL,303,1.6,Green,Undiscovered,NULL,Rock,Electric
996,Frigibax,65,75,45,35,45,55,320,Thermal Exchange,NULL,Ice Body,17,0.5,Gray,Dragon,Mineral,Dragon,Ice
997,Arctibax,90,95,66,45,65,62,423,Thermal Exchange,NULL,Ice Body,30,0.8,Gray,Dragon,Mineral,Dragon,Ice
998,Baxcalibur,115,145,92,75,86,87,600,Thermal Exchange,NULL,Ice Body,210,2.1,Gray,Dragon,Mineral,Dragon,Ice
999,Gimmighoul (Chest),45,30,70,75,70,10,300,Rattled,NULL,NULL,5,0.3,Brown,Undiscovered,NULL,Ghost,NULL
999.1,Gimmighoul (Roaming),45,30,25,75,45,80,300,Run Away,NULL,NULL,0.1,0.1,Blue,Undiscovered,NULL,Ghost,NULL
1000,Gholdengo,87,60,95,133,91,84,550,Good as Gold,NULL,NULL,30,1.2,Yellow,Undiscovered,NULL,Steel,Ghost
1001,Wo-Chien,85,85,100,95,135,70,570,Tablets of Ruin,NULL,NULL,74.2,1.5,Brown,Undiscovered,NULL,Dark,Grass
1002,Chien-Pao,80,120,80,90,65,135,570,Sword of Ruin,NULL,NULL,152.2,1.9,White,Undiscovered,NULL,Dark,Ice
1003,Ting-Lu,155,110,125,55,80,45,570,Vessel of Ruin,NULL,NULL,699.7,2.7,Brown,Undiscovered,NULL,Dark,Ground
1004,Chi-Yu,55,80,80,135,120,100,570,Beads of Ruin,NULL,NULL,4.9,0.4,Red,Undiscovered,NULL,Dark,Fire
1005,Roaring Moon,105,139,71,55,101,119,590,Protosynthesis,NULL,NULL,380,2,Green,Undiscovered,NULL,Dragon,Dark
1006,Iron Valiant,74,130,90,120,60,116,590,Quark Drive,NULL,NULL,35,1.4,White,Undiscovered,NULL,Fairy,Fighting
1007,Koraidon,100,135,115,85,100,135,670,Orichalcum Pulse,NULL,NULL,303,2.5,Red,Undiscovered,NULL,Fighting,Dragon
1008,Miraidon,100,85,100,135,115,135,670,Hadron Engine,NULL,NULL,240,3.5,Blue,Undiscovered,NULL,Electric,Dragon
1009,Walking Wake,99,83,91,125,83,109,590,Protosynthesis,NULL,NULL,280,3.5,Blue,Undiscovered,NULL,Water,Dragon
1010,Iron Leaves,90,130,88,70,108,104,590,Quark Drive,NULL,NULL,125,1.5,Green,Undiscovered,NULL,Grass,Psychic
1011,Dripplin,80,80,110,95,80,40,485,Supersweet Syrup,Gluttony,Sticky Hold,4.4,0.4,Green,Grass,Dragon,Grass,Dragon
1012,Poltchageist,40,45,45,74,54,50,308,Hospitality,NULL,Heatproof,1.1,0.1,Green,Mineral,Amorphous,Grass,Ghost
1013,Sinischa,71,60,106,121,80,70,508,Hospitality,NULL,Heatproof,2.2,0.2,Green,Mineral,Amorphous,Grass,Ghost
1014,Okidogi,88,128,115,58,86,80,555,Toxic Chain,NULL,Guard Dog,92.2,1.8,Black,Undiscovered,NULL,Poison,Fighting
1015,Munkidori,88,65,66,130,90,106,555,Toxic Chain,NULL,Frisk,12.2,1,Black,Undiscovered,NULL,Poison,Psychic
1016,Fezandipiti,88,91,82,70,125,99,555,Toxic Chain,NULL,Technician,30.1,1.4,Black,Undiscovered,NULL,Poison,Fairy
1017,Ogerpog (Teal Mask),80,120,84,60,96,110,550,Defiant,NULL,NULL,39.8,1.2,Green,Undiscovered,NULL,Grass,NULL
1017.1,Ogerpon (Wellspring Mask),80,120,84,60,96,110,550,Water Absorb,NULL,NULL,39.8,1.2,Blue,Undiscovered,NULL,Grass,Water
1017.2,Ogerpon (Hearthflame Mask),80,120,84,60,96,110,550,Mold Breaker,NULL,NULL,39.8,1.2,Red,Undiscovered,NULL,Grass,Fire
1017.3,Ogerpon (Cornerstone Mask),80,120,84,60,96,110,550,Sturdy,NULL,NULL,39.8,1.2,Black,Undiscovered,NULL,Grass,Rock
1018,Archaludon,90,105,130,125,65,85,600,Stamina,Sturdy,Stalwart,60,2,White,Mineral,Dragon,Steel,Dragon
1019,Hydrapple,106,80,110,120,80,44,540,Supersweet Syrup,Regenerator,Sticky Hold,93,1.8,Green,Grass,Dragon,Grass,Dragon
1020,Gouging Fire,105,115,121,65,93,91,590,Protosynthesis,NULL,NULL,590,3.5,Brown,Undiscovered,NULL,Fire,Dragon
1021,Raging Bolt,125,73,91,137,89,75,590,Protosynthesis,NULL,NULL,480,5.2,Yellow,Undiscovered,NULL,Electric,Dragon
1022,Iron Boulder,90,120,80,68,108,124,590,Quark Drive,NULL,NULL,162.5,1.5,Gray,Undiscovered,NULL,Rock,Psychic
1023,Iron Crown,90,72,100,122,108,98,590,Quark Drive,NULL,NULL,156,1.6,Blue,Undiscovered,NULL,Steel,Psychic
1024,Terapagos,90,65,85,65,85,60,450,Tera Shift,NULL,NULL,6.5,0.2,Blue,Undiscovered,NULL,Normal,NULL
1024.1,Terapagos (Terestal),95,95,110,105,110,85,600,Tera Shell,NULL,NULL,16,0.3,Blue,Undiscovered,NULL,Normal,NULL
1024.2,Terapagos (Stellar),160,105,110,130,110,85,700,Teraform Zero,NULL,NULL,77,1.7,Blue,Undiscovered,NULL,Normal,NULL
1025,Pecharunt,88,88,160,88,88,88,600,Poison Puppeteer,NULL,NULL,0.3,0.3,Purple,Undiscovered,NULL,Poison,Ghost
